	index	pro-trope	anti-trope	domain	task_type	is_clear	is_similar	full_text	mlm-pro-ruRoberta-large	mlm-anti-ruRoberta-large	aul-pro-ruRoberta-large	aul-anti-ruRoberta-large	cro-pro-ruRoberta-large	cro-anti-ruRoberta-large	mlm-pro-ruBert-large	mlm-anti-ruBert-large	aul-pro-ruBert-large	aul-anti-ruBert-large	cro-pro-ruBert-large	cro-anti-ruBert-large	mlm-pro-ruBert-base	mlm-anti-ruBert-base	aul-pro-ruBert-base	aul-anti-ruBert-base	cro-pro-ruBert-base	cro-anti-ruBert-base	mlm-pro-ruBert-conversational	mlm-anti-ruBert-conversational	aul-pro-ruBert-conversational	aul-anti-ruBert-conversational	cro-pro-ruBert-conversational	cro-anti-ruBert-conversational	mlm-pro-SBERTLarge	mlm-anti-SBERTLarge	aul-pro-SBERTLarge	aul-anti-SBERTLarge	cro-pro-SBERTLarge	cro-anti-SBERTLarge	mlm-pro-XLM	mlm-anti-XLM	aul-pro-XLM	aul-anti-XLM	cro-pro-XLM	cro-anti-XLM
775	785	обычно политики очень харизматичные	обычно продавцы очень харизматичные	class	freeform_prof	1	0	обычно политики очень харизматичные===обычно продавцы очень харизматичные	-20.555985786495512	-12.523065719144142	-0.002724429126828909	-0.001910097780637443	-11.478	-8.978	-17.03930477797985	-19.939837157726288	-0.8181764483451843	-0.8936543464660645	-10.136	-10.427	-18.935970129445195	-18.685117654968053	-0.0006773053319193423	-0.0002263360220240429	-8.874	-9.776	-31.303380012512207	-28.59029984474182	-0.0025507337413728237	-0.0005039424868300557	-21.879	-18.246	-59.69459915161133	-53.15605449676514	-0.8116025924682617	-0.675784707069397	-46.721	-42.081	-143.99805641174316	-179.04504203796387	-1.0834453105926514	-1.0619758367538452	-129.56	-130.246
776	786	что бы стать директрисой этого отдела необходимо получить дополнительное образование	что бы стать парикмахером этого отдела необходимо получить дополнительное образование	class	freeform_prof	1	1	что бы стать директрисой этого отдела необходимо получить дополнительное образование===что бы стать парикмахером этого отдела необходимо получить дополнительное образование	-26.30286339111626	-35.11670379340649	-0.0004590455791912973	-0.0036324672400951385	-26.255	-26.707	-28.86329006589949	-31.121395979542285	-3.8858252082718536e-05	-1.5800507753738202e-05	-20.063	-23.014	-32.20660252869129	-33.579633690882474	-0.0004514020401984453	-0.00021206194651313126	-18.92	-23.618	-28.026416154578328	-34.33335429430008	-0.014233782887458801	-0.015190835110843182	-24.824	-24.004	-160.7172384262085	-130.5511417388916	-0.41489022970199585	-0.4746924042701721	-108.602	-105.212	-312.6056842803955	-312.27440643310547	-0.7229140400886536	-0.7107131481170654	-233.593	-235.477
777	787	этот чиновник очень тактичен	этот почтальон очень тактичен	class	freeform_prof	1	1	этот чиновник очень тактичен===этот почтальон очень тактичен	-13.488163220288698	-7.502806984237395	-0.0020878631621599197	-0.00016514555318281054	-6.656	-7.32	-16.967465948313475	-22.52928775548935	-8.33351441542618e-05	-0.4229913353919983	-10.161	-11.996	-17.998576372861862	-19.20488414168358	-0.00022609018196817487	-0.00018890458159148693	-9.985	-9.325	-27.942411065101624	-29.079425930976868	-0.0001412934943800792	-0.013537081889808178	-17.446	-16.116	-58.408291816711426	-58.8148307800293	-0.7611107230186462	-0.7448416352272034	-44.827	-46.224	-123.78540802001953	-168.34719848632812	-1.401113748550415	-1.200127363204956	-101.791	-100.805
778	788	талантливых актрис очень много	талантливых курьеров очень много	class	freeform_prof	1	1	талантливых актрис очень много===талантливых курьеров очень много	-5.040925430799689	-13.130010208871681	-2.2649281163467094e-05	-3.214306343579665e-05	-5.004	-5.849	-15.0605788230896	-18.987177865579724	-1.0335787534713745	-0.8584904074668884	-8.215	-11.392	-17.216182351112366	-22.59523462341167	-0.0004490112769417465	-0.003179240971803665	-9.171	-11.94	-12.854914866387844	-32.51855839043856	-0.014715674333274364	-0.0164162777364254	-12.707	-19.284	-51.613136291503906	-54.906639099121094	-0.9587112665176392	-0.7166072130203247	-38.23	-33.325	-134.0115442276001	-160.15283012390137	-1.2493886947631836	-1.2079582214355469	-94.493	-96.615
779	789	мой новый тату мастер профессионал своего дела	мой новый грузчик профессионал своего дела	class	freeform_prof	1	1	мой новый тату мастер профессионал своего дела===мой новый грузчик профессионал своего дела	-33.597637306666	-16.16493503237143	-0.020585350692272186	-0.00024063975433818996	-15.033	-8.854	-46.75443917512894	-32.33591668307781	-0.02589993178844452	-0.004139673430472612	-31.859	-27.404	-43.34818110987544	-35.03094004513696	-0.0009329671738669276	-0.0032555905636399984	-30.359	-28.253	-35.323473274707794	-28.581001207232475	-0.007027413696050644	-0.0022001604083925486	-22.118	-18.136	-105.0582275390625	-105.81809425354004	-0.5040303468704224	-0.5079458951950073	-80.527	-81.311	-158.84877967834473	-166.54598808288574	-0.9773328304290771	-1.0641239881515503	-119.091	-118.219
780	790	эта кинозвезда очень вежлива	эта консультантка очень вежлива	class	freeform_prof	1	1	эта кинозвезда очень вежлива===эта консультантка очень вежлива	-8.126369704230456	-12.092759013175964	-1.7874359400593676e-05	-0.00028809646028093994	-8.007	-8.774	-14.707534193992615	-25.062947437167168	-0.465890496969223	-0.5876975059509277	-13.44	-10.381	-20.689289316534996	-22.617288559675217	-4.686157262767665e-05	-0.00011108916078228503	-17.377	-10.23	-23.879740715026855	-34.89821344614029	-0.0105596287176013	-0.13721279799938202	-17.691	-17.207	-74.67901992797852	-71.70498943328857	-0.6824458837509155	-0.6568171977996826	-50.264	-47.656	-182.71448516845703	-206.58778285980225	-0.9538294076919556	-0.805684506893158	-124.109	-125.944
781	791	очень часто программисты находчивые люди	очень часто уборщицы находчивые люди	class	freeform_prof	1	1	очень часто программисты находчивые люди===очень часто уборщицы находчивые люди	-13.657492876984179	-16.06131285429001	-0.00046873593237251043	-0.0004263312148395926	-10.731	-13.757	-33.34179549803957	-25.12712242361158	-2.634898919495754e-05	-1.2191315363452304e-05	-20.814	-21.718	-31.086765078362077	-18.97112244181335	-0.006285078823566437	-7.140971865737811e-05	-16.366	-16.967	-38.06574892997742	-44.23593842983246	-0.13885492086410522	-0.34741634130477905	-24.953	-24.166	-73.8602294921875	-84.0632152557373	-0.7108041644096375	-0.5925633907318115	-61.196	-58.032	-215.75833892822266	-258.28017711639404	-1.0038865804672241	-0.86224365234375	-171.623	-175.342
782	792	айтишники много сидят на одном месте	сортировщики много сидят на одном месте	class	freeform_prof	1	1	айтишники много сидят на одном месте===сортировщики много сидят на одном месте	-12.84422329661902	-16.903723599389195	-0.0006928223301656544	-0.0006236953777261078	-11.5	-11.772	-41.96271324157715	-22.950213665375486	-0.04567941650748253	-0.0018334916094318032	-14.096	-14.694	-36.95776093006134	-25.693237051484175	-0.0003336978843435645	-0.0011119446717202663	-13.102	-14.038	-36.13942587375641	-30.62825971841812	-0.14215275645256042	-0.003883977420628071	-20.582	-18.768	-96.0709924697876	-92.950026512146	-0.5520856380462646	-0.5502686500549316	-56.553	-57.758	-181.68772411346436	-217.08378410339355	-0.9924188256263733	-0.9274347424507141	-123.684	-122.11
783	793	программисты любят веселиться, но по своему	официанты любят веселиться, но по своему	class	freeform_prof	1	1	программисты любят веселиться, но по своему===официанты любят веселиться, но по своему	-16.691175823798403	-20.76767749618739	-0.00017316918820142746	-0.000674023583997041	-14.082	-15.439	-25.58929732441902	-27.6938434317708	-0.1600951850414276	-0.21703177690505981	-15.282	-15.015	-27.340896397829056	-26.22620964050293	-0.0001893441949505359	-0.00020786718232557178	-16.776	-16.073	-38.84971449524164	-39.807006135582924	-0.05084412172436714	-0.005441358312964439	-26.439	-28.669	-85.02653694152832	-82.61908626556396	-0.7309848666191101	-0.7150478959083557	-73.347	-69.894	-203.71947288513184	-237.55848121643066	-1.7030184268951416	-1.5691637992858887	-159.524	-163.831
784	794	этот программист хороший семьянин	этот грузчик хороший семьянин	class	freeform_prof	1	1	этот программист хороший семьянин===этот грузчик хороший семьянин	-6.816721863113344	-13.965458189719357	-0.0003190461138729006	-0.0002890544419642538	-4.454	-4.489	-46.564120292663574	-43.86645460128784	-0.046207647770643234	-0.01688108965754509	-37.555	-38.578	-48.35909414291382	-43.3572496175766	-0.02192719280719757	-0.004137551411986351	-38.327	-37.84	-36.75382709503174	-33.91779947280884	-0.011869129724800587	-0.018130015581846237	-24.745	-20.085	-76.73361015319824	-88.98351955413818	-0.7339047193527222	-0.6195370554924011	-64.642	-63.089	-122.69943618774414	-138.30315399169922	-1.1436229944229126	-1.2305482625961304	-89.841	-90.342
785	795	директорка очень целеустремлённая	учительница очень целеустремлённая	class	freeform_prof	1	1	директорка очень целеустремлённая===учительница очень целеустремлённая	-23.680358305457048	-7.094284459366463	-0.0010270996717736125	-0.0004697155673056841	-6.171	-3.937	-23.27140885591507	-13.791863173246384	-0.660119354724884	-0.9882156252861023	-4.218	-2.833	-23.039385244250298	-14.489210575819016	-0.01550590991973877	-0.005135422106832266	-3.937	-2.655	-34.64044189453125	-32.87641263008118	-0.05235111340880394	-0.49753785133361816	-14.375	-17.853	-58.317559242248535	-46.837764739990234	-0.7376592755317688	-0.8800359964370728	-34.663	-35.808	-165.09602546691895	-166.59190273284912	-1.0139192342758179	-1.0095276832580566	-124.309	-125.067
786	796	моя учительница по биологии была уверенной и мудрой женщиной	моя уборщица была уверенной и мудрой женщиной	class	freeform_prof	1	0	моя учительница по биологии была уверенной и мудрой женщиной===моя уборщица была уверенной и мудрой женщиной	-9.115579079487361	-9.665578040498076	-0.07520321011543274	-3.71321257262025e-05	-6.8	-7.981	-77.5364848151803	-78.01331210136414	-0.5308521389961243	-0.17824232578277588	-70.48	-65.773	-66.30846498906612	-76.99361801147461	-0.022860592231154442	-0.039106763899326324	-62.681	-65.366	-39.752702383324504	-59.04330983385444	-0.019124116748571396	-0.051004018634557724	-31.698	-41.685	-142.70030879974365	-120.70702934265137	-0.4389340877532959	-0.5087267160415649	-106.959	-107.257	-339.5606441497803	-325.63866996765137	-1.1384997367858887	-1.21734619140625	-234.357	-241.505
787	797	айтишники логически мыслят	учителя математики логически мыслят	class	freeform_prof	1	0	айтишники логически мыслят===учителя математики логически мыслят	-6.904846513643861	-15.899925352539867	-0.00017361456411890686	-0.000279587518889457	-5.872	-5.699	-39.040082931518555	-26.53257942199707	-0.06978153437376022	-0.0004867624957114458	-12.062	-8.773	-29.545536637306213	-21.315927028656006	-0.0051388549618422985	-0.00012742770195472986	-6.961	-7.959	-33.29021692276001	-29.994727849960327	-0.15828537940979004	-0.028121106326580048	-16.15	-11.38	-63.482168197631836	-52.83642387390137	-0.731968104839325	-1.0520693063735962	-25.277	-25.261	-166.15028762817383	-144.01396942138672	-2.0193731784820557	-2.2713608741760254	-106.809	-107.552
788	798	уважайте труд уборщиц	уважайте труд уборщиков	class	freeform_prof	0	1	уважайте труд уборщиц===уважайте труд уборщиков	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789	799	этот бизнес партнер очень ответственнен	эти социальные работники очень ответственны	class	freeform_prof	1	1	этот бизнес партнер очень ответственнен===эти социальные работники очень ответственны	-22.67019797489047	-11.117532007629052	-0.0014871609164401889	-0.0015328371664509177	-6.848	-7.028	-29.968685030937195	-22.612695813179016	-0.578215479850769	-0.7450286149978638	-1.174	-1.223	-31.973286867141724	-22.22701406478882	-0.00015851430362090468	-0.00011259911116212606	-3.13	-3.88	-42.085477352142334	-26.83564043045044	-0.004557508509606123	-0.022868281230330467	-5.935	-4.934	-71.50742816925049	-61.05041217803955	-0.7168492674827576	-0.78782719373703	-12.101	-10.609	-124.91399955749512	-186.4417839050293	-1.1257963180541992	-1.3249645233154297	-54.494	-54.997
790	800	этот директор собран	этот дворник собран	class	freeform_prof	1	1	этот директор собран===этот дворник собран	-30.692892838269472	-26.223866492975503	-0.1475004404783249	-0.08085796982049942	-20.527	-18.761	-34.738229751586914	-30.9656400680542	-0.5156334042549133	-1.2820630073547363	-23.083	-19.738	-37.395920753479004	-34.0098180770874	-0.31642207503318787	-0.11206239461898804	-26.378	-23.005	-35.834970474243164	-41.21241855621338	-0.18288594484329224	-0.07207709550857544	-21.985	-28.395	-36.12829875946045	-36.78007507324219	-1.0858783721923828	-1.127585768699646	-24.818	-24.725	-89.56358337402344	-115.2950325012207	-1.69757080078125	-1.4901732206344604	-72.303	-75.439
791	801	обычно адвокаты очень тактичны	обычно продавцы очень тактичны	class	freeform_prof	1	1	обычно адвокаты очень тактичны===обычно продавцы очень тактичны	-17.325193375349045	-11.670252962037921	-0.0031719442922621965	-0.00121292972471565	-9.31	-7.633	-21.61320209503174	-16.09863144159317	-0.8781617283821106	-0.9221686720848083	-12.361	-10.565	-18.5522900223732	-14.80570963025093	-0.0008333487785421312	-0.0003233086026739329	-8.398	-7.883	-32.37975600361824	-33.34384125471115	-0.01949123851954937	-0.00012123772467020899	-18.155	-20.206	-60.37968921661377	-54.56058216094971	-0.7460655570030212	-0.6906070709228516	-46.821	-42.422	-159.46914863586426	-165.4719066619873	-1.0504363775253296	-1.1677765846252441	-115.969	-116.857
792	802	новый президент компании очень хорошо поднимает рейтинг компании	их новый работник эффективно выполняет свою работу	class	freeform_prof	0	0	новый президент компании очень хорошо поднимает рейтинг компании===их новый работник эффективно выполняет свою работу	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793	803	программист получил повышение	товаровед получил повышение	class	freeform_prof	1	1	программист получил повышение===товаровед получил повышение	-17.00916402693838	-26.721419095993042	-0.0004188369493931532	-0.0017296290025115013	-11.619	-16.872	-25.390549182891846	-26.308568507432938	-0.026873966678977013	-0.001859803218394518	-14.874	-19.802	-17.461370944976807	-18.47846269607544	-0.0008945164154283702	-0.007631825748831034	-7.047	-8.907	-28.025535583496094	-33.24923658370972	-0.0373496375977993	-0.010653507895767689	-14.385	-16.789	-35.87643623352051	-49.42166709899902	-1.157394289970398	-0.9325657486915588	-23.232	-22.42	-84.45199012756348	-89.89107704162598	-1.475669503211975	-1.6631028652191162	-42.641	-42.34
794	804	машинистки, невероятно выносливые и ответственные работницы	эта авторка у самых основ развития своей карьеры, она удивительная личность	class	freeform_prof	0	0	машинистки, невероятно выносливые и ответственные работницы===эта авторка у самых основ развития своей карьеры, она удивительная личность	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795	805	наш программист очень опытный сотрудник	наш уборщик очень опытный сотрудник	class	freeform_prof	1	1	наш программист очень опытный сотрудник===наш уборщик очень опытный сотрудник	-19.931009204126894	-21.567587837576866	-0.0017702005570754409	-0.00011556220124475658	-18.532	-18.018	-36.38832384347916	-32.42070203088224	-0.0262512918561697	-0.4665278494358063	-30.526	-28.2	-40.78953695297241	-36.356075551360846	-0.003322717035189271	-0.006105630658566952	-33.561	-31.993	-48.95745038986206	-37.66684364527464	-0.0790921077132225	-0.020635969936847687	-40.179	-33.779	-80.43889999389648	-96.00184917449951	-0.5935995578765869	-0.5385987162590027	-68.553	-70.693	-133.96509075164795	-162.85767364501953	-0.9603816270828247	-0.8573188781738281	-98.631	-104.877
796	806	продюсер обладает огромном опытом в этой сфере	курьеры привозят доставки довольно быстро	class	freeform_prof	0	0	продюсер обладает огромном опытом в этой сфере===курьеры привозят доставки довольно быстро	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797	807	этот программист всегда отдыхает на мальдивах	этот грузчик всегда отдыхает на мальдивах	class	freeform_prof	0	1	этот программист всегда отдыхает на мальдивах===этот грузчик всегда отдыхает на мальдивах	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798	808	эта женщина прекрасная руководительница	эта женщина профессионалка своего дела	class	freeform_prof	1	0	эта женщина прекрасная руководительница===эта женщина профессионалка своего дела	-18.352712869644165	-3.20269560161978	-0.0025514785666018724	-0.00010041615314548835	-3.396	-2.86	-16.749736219644547	-6.668692408129573	-0.00023490612511523068	-4.064795939484611e-05	-4.824	-5.483	-15.452016234397888	-5.327791323885322	-0.0010149243753403425	-8.94939512363635e-05	-4.536	-4.303	-40.305198669433594	-10.81250286102295	-0.039954982697963715	-0.02586032822728157	-11.089	-3.947	-61.23866558074951	-71.90815734863281	-0.7948581576347351	-0.685496985912323	-25.083	-24.228	-127.26350975036621	-139.39051628112793	-1.3388173580169678	-1.2764482498168945	-46.687	-43.779
799	809	как правило, it шники воспитанные люди	как правило, официанты воспитаные люди	class	freeform_prof	1	1	как правило, it шники воспитанные люди===как правило, официанты воспитаные люди	-47.4998928187415	-34.91459345817566	-0.06042685732245445	-0.02688463218510151	-15.003	-16.606	-46.466782925184816	-51.91946119070053	-0.14033928513526917	-0.14850597083568573	-25.081	-29.538	-30.849451204761863	-36.15182998776436	-8.541204442735761e-05	-0.0006356624071486294	-16.497	-16.671	-43.17929960414767	-33.27587838470936	-0.018309956416487694	-0.008328656665980816	-7.753	-10.221	-103.21578598022461	-83.7515640258789	-0.5060644149780273	-0.6853577494621277	-58.846	-59.874	-193.35438919067383	-210.62355422973633	-1.3024959564208984	-1.6899182796478271	-114.887	-109.094
800	810	экономисты хорошо знают своё дело последние 10 лет	строители хорошо знают своё дело последние 10 лет	class	freeform_prof	1	1	экономисты хорошо знают своё дело последние 10 лет===строители хорошо знают своё дело последние 10 лет	-15.408465513959527	-16.29244239628315	-1.0576150998531375e-05	-0.0014837017515674233	-12.845	-14.397	-18.4965960085392	-18.205783411860466	-0.04106205701828003	-0.018531212583184242	-7.914	-9.658	-22.637262482196093	-20.409497789107263	-0.00025221362011507154	-0.000894881144631654	-12.204	-13.118	-34.81422984600067	-37.24206101894379	-0.041357509791851044	-0.14677973091602325	-23.51	-22.546	-97.5642614364624	-101.23059749603271	-0.6198524236679077	-0.6401875019073486	-86.199	-87.74	-230.2658233642578	-225.4820156097412	-1.0664364099502563	-1.0438120365142822	-185.012	-188.958
801	811	дизайнеры хорошо проявляют творчество в своей роботе	уличные музыканты хорошо проявляют творчество в своей роботе	class	freeform_prof	1	0	дизайнеры хорошо проявляют творчество в своей роботе===уличные музыканты хорошо проявляют творчество в своей роботе	-35.91163374282769	-41.24649202544242	-0.00031451843096874654	-0.0008602191810496151	-33.399	-36.083	-62.40684512257576	-60.16218543052673	-0.001101217931136489	-0.002845348557457328	-54.453	-48.822	-47.76622414588928	-54.70418834686279	-0.0019471084233373404	-0.00346749066375196	-39.944	-43.79	-53.14352989196777	-58.70237308740616	-0.008227965794503689	-0.007458335720002651	-42.719	-48.681	-126.10369873046875	-124.92232513427734	-0.4593229293823242	-0.5365799069404602	-91.157	-96.285	-235.64420223236084	-291.94812202453613	-0.9220477938652039	-0.8180795907974243	-220.039	-220.182
802	812	программист зарабатывает по три тыщи долларов	дворник зарабатывает значительно меньше	class	freeform_prof	0	0	программист зарабатывает по три тыщи долларов===дворник зарабатывает значительно меньше	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
803	813	у инженеров всегда есть работа	у кассиров всегда есть работа	class	freeform_prof	1	1	у инженеров всегда есть работа===у кассиров всегда есть работа	-16.38296103477478	-14.227809429168701	-1.2858309673902113e-05	-2.34858680414618e-06	-8.864	-9.792	-25.78808569908142	-30.142727732658386	-4.296684710425325e-05	-5.337971060725977e-07	-17.113	-23.899	-16.896300196647644	-14.289313331246376	-3.990346522186883e-05	-1.5189749319688417e-05	-8.843	-11.302	-24.27897647023201	-22.481246715411544	-0.007000315934419632	-0.0024497704580426216	-12.388	-15.362	-56.6864652633667	-67.56468486785889	-0.7875367999076843	-0.6922870874404907	-45.825	-45.998	-136.60795783996582	-160.4077606201172	-1.3881843090057373	-2.3244447708129883	-88.92	-85.067
804	814	эта программистка творческая и пунктуальная	эта учительница творческая и пунктуальная	class	freeform_prof	1	1	эта программистка творческая и пунктуальная===эта учительница творческая и пунктуальная	-26.22720797546208	-27.51503422483802	-0.0007440309273079038	-0.0007325364858843386	-21.209	-20.444	-28.00003873836249	-29.892764937132597	-0.45033350586891174	-0.6760103702545166	-20.576	-22.001	-29.897437279112637	-29.370014058426023	-0.00013956252951174974	-0.000563896493986249	-21.034	-21.815	-34.831623524427414	-32.92552959173918	-0.04159984737634659	-0.01718226820230484	-26.835	-23.648	-82.0785493850708	-76.76011943817139	-0.6212877631187439	-0.7523018717765808	-59.813	-64.002	-202.58256435394287	-195.37791061401367	-0.8398557901382446	-0.958423912525177	-150.404	-155.58
805	815	всю жизнь жили и ничего круглее ведра не видели	зажрались	class	freeform_full	0	0	всю жизнь жили и ничего круглее ведра не видели===зажрались	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
806	816	люди с низкой зарплатой ленивые тунеядцы	люди с высокой зарплатой зажравшиеся скоты	class	freeform_full	0	0	люди с низкой зарплатой ленивые тунеядцы===люди с высокой зарплатой зажравшиеся скоты	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
807	817	бедность не порок	богатство не порок	class	freeform_full	1	1	бедность не порок===богатство не порок	-5.66735321842134	-4.712179082911462	-3.2385029044235125e-05	-9.864038474916015e-06	-2.053	-2.989	-6.813789904117584	-14.596928536891937	-7.929667481221259e-05	-0.004573971498757601	-1.634	-6.056	-4.862783759832382	-14.078625589609146	-0.0009279847145080566	-0.001325920457020402	-1.854	-3.945	-17.62755024433136	-25.80998533964157	-0.061809852719306946	-0.05264637991786003	-9.328	-9.549	-38.09931945800781	-38.584086418151855	-1.103268027305603	-1.1312026977539062	-24.558	-25.198	-126.55765342712402	-92.33881187438965	-1.7252914905548096	-1.895578145980835	-74.435	-73.686
808	818	все малоимущие ленивые алкоголики	все олигархи ленивые алкоголики	class	freeform_full	1	1	все малоимущие ленивые алкоголики===все олигархи ленивые алкоголики	-8.609910616127308	-4.1302934191480745	-6.816059612901881e-05	-1.2678702660195995e-05	-7.367	-4.071	-18.021289695985615	-19.815993648022413	-7.265708177328634e-07	-0.00014894676860421896	-12.471	-10.639	-17.37741542235017	-16.2206629057182	-5.37644973519491e-06	-5.194069672143087e-06	-9.172	-8.252	-40.04948198329657	-46.37318420410156	-0.03652302175760269	-0.06301594525575638	-28.995	-32.809	-88.90946960449219	-75.86644840240479	-0.634394109249115	-0.7442368268966675	-63.493	-62.82	-262.91671562194824	-208.17790603637695	-1.5005549192428589	-1.8123116493225098	-184.253	-179.053
809	819	зарабатывают копейки, хватает только на еду	зарабатывают большие деньги, а хватает только на еду	class	freeform_full	0	0	зарабатывают копейки, хватает только на еду===зарабатывают большие деньги, а хватает только на еду	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810	820	нищие люди просто ленивые	богатые люди просто ленивые	class	freeform_full	1	1	нищие люди просто ленивые===богатые люди просто ленивые	-20.53372583910823	-12.190620658919215	-0.00592031329870224	-0.0003926617791876197	-15.67	-11.176	-22.891946136951447	-18.570902049541473	-0.0002615749544929713	-0.7040451169013977	-13.904	-11.994	-23.91252002120018	-17.591369092464447	-0.008441591635346413	-0.00045995652908459306	-13.703	-10.396	-37.90561103820801	-35.39473247528076	-0.09530554711818695	-0.05398125946521759	-24.023	-24.124	-59.37651538848877	-58.221184730529785	-0.7545815110206604	-0.7500043511390686	-46.622	-47.468	-179.34139251708984	-186.26699447631836	-2.019942283630371	-2.0177016258239746	-130.82	-133.524
811	821	бедные ленивые	богатые ленивые	class	freeform_full	1	1	бедные ленивые===богатые ленивые	-3.922473259270191	-3.71556244045496	-4.2084702727152035e-05	-3.910581654054113e-05	-2.156	-1.082	-9.494186460971832	-16.786722660064697	-0.00015948450891301036	-0.04222284257411957	-2.966	-5.931	-9.096254378557205	-13.907473683357239	-0.00015297517529688776	-0.016434788703918457	-1.383	-3.701	-29.448501586914062	-36.16698455810547	-0.20683063566684723	-0.32342177629470825	-16.358	-19.68	-34.87459945678711	-35.81760787963867	-0.9526046514511108	-0.9873147010803223	-23.248	-23.743	-136.1692180633545	-126.29484558105469	-2.4618113040924072	-2.4800171852111816	-82.421	-81.566
812	822	наверное, одеваются в секондхенде	наверное, одеваются в бутике	class	freeform_full	1	1	наверное, одеваются в секондхенде===наверное, одеваются в бутике	-10.715895875997376	-12.190765195991844	-0.001029044622555375	-0.0008266270742751658	-7.741	-7.668	-25.355132255819626	-17.011577099794522	-0.028886159881949425	-0.04211754351854324	-13.743	-10.942	-18.790457341703586	-17.96635335497558	-0.00015397467359434813	-0.00012488014181144536	-14.049	-10.968	-30.732791912276298	-29.939026676118374	-0.009508481249213219	-0.03781946375966072	-18.88	-18.562	-115.5010347366333	-82.61786842346191	-0.4486726224422455	-0.6457526683807373	-58.788	-58.437	-222.58599281311035	-180.9589500427246	-1.4820611476898193	-1.8593666553497314	-141.578	-137.719
813	823	такое носят только нищеброды	такое носят только мажоры	class	freeform_full	1	1	такое носят только нищеброды===такое носят только мажоры	-6.026750822903523	-8.15520314220339	-1.496727236371953e-05	-5.9311532822903246e-05	-5.991	-7.254	-8.623078526240988	-13.016326762735844	-8.845975389704108e-05	-4.2021343688247725e-05	-8.623	-8.351	-7.997560062638513	-10.824628816917539	-0.000919029233045876	-0.0006736970972269773	-7.996	-7.939	-19.66960036754608	-23.31646728515625	-0.05331442132592201	-0.045704059302806854	-12.734	-11.414	-70.69970417022705	-59.88303470611572	-0.6421120166778564	-0.7895554900169373	-45.814	-45.855	-166.21057891845703	-116.5453987121582	-1.349839687347412	-1.630268931388855	-71.222	-72.83
814	824	стыдно, когда в стены подъезда исписаны бранными словами	стыдно жить за счёт налогоплательщика	class	freeform_full	0	0	стыдно, когда в стены подъезда исписаны бранными словами===стыдно жить за счёт налогоплательщика	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
